"","subjectid","activity","feature","axis","count","average"
"2821",15,"SITTING","tBodyAcc","Z",118,-0.531499639144068
"2822",15,"SITTING","tBodyAccJerk","X",118,-0.454841527516949
"2823",15,"SITTING","tBodyAccJerk","Y",118,-0.493555687354237
"2824",15,"SITTING","tBodyAccJerk","Z",118,-0.49469155009961
"2825",15,"SITTING","tBodyAccJerkMag",NA,118,-0.985373428813559
"2826",15,"SITTING","tBodyAccMag",NA,118,-0.948323870932203
"2827",15,"SITTING","tBodyGyro","X",118,-0.512957614144068
"2828",15,"SITTING","tBodyGyro","Y",118,-0.527832197887288
"2829",15,"SITTING","tBodyGyro","Z",118,-0.434283997245763
"2830",15,"SITTING","tBodyGyroJerk","X",118,-0.544126974754237
"2831",15,"SITTING","tBodyGyroJerk","Y",118,-0.514960092710932
"2832",15,"SITTING","tBodyGyroJerk","Z",118,-0.520176018370339
"2833",15,"SITTING","tBodyGyroJerkMag",NA,118,-0.990954471694915
"2834",15,"SITTING","tBodyGyroMag",NA,118,-0.96040335161017
"2835",15,"SITTING","tGravityAcc","X",118,-0.0461283107627119
"2836",15,"SITTING","tGravityAcc","Y",118,-0.366356053338983
"2837",15,"SITTING","tGravityAcc","Z",118,-0.475078999589322
"2838",15,"SITTING","tGravityAccMag",NA,118,-0.948323870932203
"2839",15,"STANDING","fBodyAcc","X",106,-0.988392980754717
"2840",15,"STANDING","fBodyAcc","Y",106,-0.936817616037736
"2841",15,"STANDING","fBodyAcc","Z",106,-0.956689712924528
"2842",15,"STANDING","fBodyAccJerk","X",106,-0.986143813113208
"2843",15,"STANDING","fBodyAccJerk","Y",106,-0.968909406509434
"2844",15,"STANDING","fBodyAccJerk","Z",106,-0.984643381132076
"2845",15,"STANDING","fBodyAccMag",NA,106,-0.95527069509434
"2846",15,"STANDING","fBodyBodyAccJerkMag",NA,106,-0.979631436132075
"2847",15,"STANDING","fBodyBodyGyroJerkMag",NA,106,-0.981758900660377
"2848",15,"STANDING","fBodyBodyGyroMag",NA,106,-0.942786101981132
"2849",15,"STANDING","fBodyGyro","X",106,-0.949327760188679
"2850",15,"STANDING","fBodyGyro","Y",106,-0.972288375471698
"2851",15,"STANDING","fBodyGyro","Z",106,-0.969773519339623
"2852",15,"STANDING","tBodyAcc","X",106,-0.355016721698113
"2853",15,"STANDING","tBodyAcc","Y",106,-0.475125892170755
"2854",15,"STANDING","tBodyAcc","Z",106,-0.528790545301887
"2855",15,"STANDING","tBodyAccJerk","X",106,-0.455115499084906
"2856",15,"STANDING","tBodyAccJerk","Y",106,-0.480773922210406
"2857",15,"STANDING","tBodyAccJerk","Z",106,-0.495944655844717
"2858",15,"STANDING","tBodyAccJerkMag",NA,106,-0.980744963113208
"2859",15,"STANDING","tBodyAccMag",NA,106,-0.954904024433962
"2860",15,"STANDING","tBodyGyro","X",106,-0.487017079150472
"2861",15,"STANDING","tBodyGyro","Y",106,-0.518648168028302
"2862",15,"STANDING","tBodyGyro","Z",106,-0.445986186268868
"2863",15,"STANDING","tBodyGyroJerk","X",106,-0.536436549150943
"2864",15,"STANDING","tBodyGyroJerk","Y",106,-0.515979081582076
"2865",15,"STANDING","tBodyGyroJerk","Z",106,-0.516785757557547
"2866",15,"STANDING","tBodyGyroJerkMag",NA,106,-0.982919952735849
"2867",15,"STANDING","tBodyGyroMag",NA,106,-0.93912407990566
"2868",15,"STANDING","tGravityAcc","X",106,-0.0114515925471698
"2869",15,"STANDING","tGravityAcc","Y",106,-0.565200576896226
"2870",15,"STANDING","tGravityAcc","Z",106,-0.447106276877358
"2871",15,"STANDING","tGravityAccMag",NA,106,-0.954904024433962
"2872",15,"WALKING","fBodyAcc","X",108,-0.324980773611111
"2873",15,"WALKING","fBodyAcc","Y",108,0.0959428604392593
"2874",15,"WALKING","fBodyAcc","Z",108,-0.545984276481482
"2875",15,"WALKING","fBodyAccJerk","X",108,-0.401161026759259
"2876",15,"WALKING","fBodyAccJerk","Y",108,-0.0638108601385185
"2877",15,"WALKING","fBodyAccJerk","Z",108,-0.685978197407407
"2878",15,"WALKING","fBodyAccMag",NA,108,-0.366750517234722
"2879",15,"WALKING","fBodyBodyAccJerkMag",NA,108,-0.31608294012963
"2880",15,"WALKING","fBodyBodyGyroJerkMag",NA,108,-0.649542662685185
"2881",15,"WALKING","fBodyBodyGyroMag",NA,108,-0.485458301111111
"2882",15,"WALKING","fBodyGyro","X",108,-0.3055163695
"2883",15,"WALKING","fBodyGyro","Y",108,-0.450391652333333
"2884",15,"WALKING","fBodyGyro","Z",108,-0.50273082962963
"2885",15,"WALKING","tBodyAcc","X",108,-0.0270312965740741
"2886",15,"WALKING","tBodyAcc","Y",108,0.0609159748411111
"2887",15,"WALKING","tBodyAcc","Z",108,-0.313277227166667
"2888",15,"WALKING","tBodyAccJerk","X",108,-0.141720256416667
"2889",15,"WALKING","tBodyAccJerk","Y",108,-0.0115103305517593
"2890",15,"WALKING","tBodyAccJerk","Z",108,-0.342804857196491
"2891",15,"WALKING","tBodyAccJerkMag",NA,108,-0.315100374064815
"2892",15,"WALKING","tBodyAccMag",NA,108,-0.255196487416667
"2893",15,"WALKING","tBodyGyro","X",108,-0.192556502475741
"2894",15,"WALKING","tBodyGyro","Y",108,-0.241053898053889
"2895",15,"WALKING","tBodyGyro","Z",108,-0.201142081634074
"2896",15,"WALKING","tBodyGyroJerk","X",108,-0.180718631343519
"2897",15,"WALKING","tBodyGyroJerk","Y",108,-0.378828296569259
"2898",15,"WALKING","tBodyGyroJerk","Z",108,-0.321383128690741
"2899",15,"WALKING","tBodyGyroJerkMag",NA,108,-0.590882727962963
"2900",15,"WALKING","tBodyGyroMag",NA,108,-0.334754796796296
"2901",15,"WALKING","tGravityAcc","X",108,-0.0134364482407407
"2902",15,"WALKING","tGravityAcc","Y",108,-0.602487392037037
"2903",15,"WALKING","tGravityAcc","Z",108,-0.441161545944444
"2904",15,"WALKING","tGravityAccMag",NA,108,-0.255196487416667
"2905",15,"WALKING_DOWNSTAIRS","fBodyAcc","X",84,0.350817753488095
"2906",15,"WALKING_DOWNSTAIRS","fBodyAcc","Y",84,0.143755851782143
"2907",15,"WALKING_DOWNSTAIRS","fBodyAcc","Z",84,-0.308609881916667
"2908",15,"WALKING_DOWNSTAIRS","fBodyAccJerk","X",84,0.0850157445404762
"2909",15,"WALKING_DOWNSTAIRS","fBodyAccJerk","Y",84,-0.0171027719663095
"2910",15,"WALKING_DOWNSTAIRS","fBodyAccJerk","Z",84,-0.403487841583333
"2911",15,"WALKING_DOWNSTAIRS","fBodyAccMag",NA,84,0.242137203702381
"2912",15,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag",NA,84,0.154460542641667
"2913",15,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag",NA,84,-0.5794342875
"2914",15,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag",NA,84,-0.361642918607143
"2915",15,"WALKING_DOWNSTAIRS","fBodyGyro","X",84,-0.289494782867857
"2916",15,"WALKING_DOWNSTAIRS","fBodyGyro","Y",84,-0.381652575119048
"2917",15,"WALKING_DOWNSTAIRS","fBodyGyro","Z",84,-0.263434050761905
"2918",15,"WALKING_DOWNSTAIRS","tBodyAcc","X",84,0.343334951190476
"2919",15,"WALKING_DOWNSTAIRS","tBodyAcc","Y",84,0.0904509496927381
"2920",15,"WALKING_DOWNSTAIRS","tBodyAcc","Z",84,-0.196254124047619
"2921",15,"WALKING_DOWNSTAIRS","tBodyAccJerk","X",84,0.102869776103571
"2922",15,"WALKING_DOWNSTAIRS","tBodyAccJerk","Y",84,0.0154609104619048
"2923",15,"WALKING_DOWNSTAIRS","tBodyAccJerk","Z",84,-0.207013436232143
"2924",15,"WALKING_DOWNSTAIRS","tBodyAccJerkMag",NA,84,0.0611825516813095
"2925",15,"WALKING_DOWNSTAIRS","tBodyAccMag",NA,84,0.336826697630952
"2926",15,"WALKING_DOWNSTAIRS","tBodyGyro","X",84,-0.2276555895
"2927",15,"WALKING_DOWNSTAIRS","tBodyGyro","Y",84,-0.203941866380952
"2928",15,"WALKING_DOWNSTAIRS","tBodyGyro","Z",84,-0.0897361329767857
"2929",15,"WALKING_DOWNSTAIRS","tBodyGyroJerk","X",84,-0.252116982210714
"2930",15,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Y",84,-0.312252833367857
"2931",15,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Z",84,-0.2142317736
"2932",15,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag",NA,84,-0.536553389642857
"2933",15,"WALKING_DOWNSTAIRS","tBodyGyroMag",NA,84,-0.202968016405952
"2934",15,"WALKING_DOWNSTAIRS","tGravityAcc","X",84,-0.00525213892857144
"2935",15,"WALKING_DOWNSTAIRS","tGravityAcc","Y",84,-0.546574105357143
"2936",15,"WALKING_DOWNSTAIRS","tGravityAcc","Z",84,-0.427563034450357
"2937",15,"WALKING_DOWNSTAIRS","tGravityAccMag",NA,84,0.336826697630952
"2938",15,"WALKING_UPSTAIRS","fBodyAcc","X",96,-0.0415076405270833
"2939",15,"WALKING_UPSTAIRS","fBodyAcc","Y",96,-0.0605341330520833
"2940",15,"WALKING_UPSTAIRS","fBodyAcc","Z",96,-0.444595717885417
"2941",15,"WALKING_UPSTAIRS","fBodyAccJerk","X",96,-0.222142339400521
"2942",15,"WALKING_UPSTAIRS","fBodyAccJerk","Y",96,-0.334246823125
"2943",15,"WALKING_UPSTAIRS","fBodyAccJerk","Z",96,-0.748779339583333
"2944",15,"WALKING_UPSTAIRS","fBodyAccMag",NA,96,-0.210450744395833
"2945",15,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag",NA,96,-0.326635039666667
"2946",15,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag",NA,96,-0.762263420625
"2947",15,"WALKING_UPSTAIRS","fBodyBodyGyroMag",NA,96,-0.381139718052083
"2948",15,"WALKING_UPSTAIRS","fBodyGyro","X",96,-0.3991610921875
"2949",15,"WALKING_UPSTAIRS","fBodyGyro","Y",96,-0.38031875741875
"2950",15,"WALKING_UPSTAIRS","fBodyGyro","Z",96,-0.504723023333333
"2951",15,"WALKING_UPSTAIRS","tBodyAcc","X",96,0.122045205903125
"2952",15,"WALKING_UPSTAIRS","tBodyAcc","Y",96,-0.016408873253125
"2953",15,"WALKING_UPSTAIRS","tBodyAcc","Z",96,-0.2483349765
"2954",15,"WALKING_UPSTAIRS","tBodyAccJerk","X",96,-0.0569861157802083
"2955",15,"WALKING_UPSTAIRS","tBodyAccJerk","Y",96,-0.158017487677083
"2956",15,"WALKING_UPSTAIRS","tBodyAccJerk","Z",96,-0.377034126578125
"2957",15,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,96,-0.314706967604167
"2958",15,"WALKING_UPSTAIRS","tBodyAccMag",NA,96,-0.068761806103125
"2959",15,"WALKING_UPSTAIRS","tBodyGyro","X",96,-0.162458657464583
"2960",15,"WALKING_UPSTAIRS","tBodyGyro","Y",96,-0.242477262185417
"2961",15,"WALKING_UPSTAIRS","tBodyGyro","Z",96,-0.193098898376771
"2962",15,"WALKING_UPSTAIRS","tBodyGyroJerk","X",96,-0.335009968159375
"2963",15,"WALKING_UPSTAIRS","tBodyGyroJerk","Y",96,-0.399797714242708
"2964",15,"WALKING_UPSTAIRS","tBodyGyroJerk","Z",96,-0.367315949385417
"2965",15,"WALKING_UPSTAIRS","tBodyGyroJerkMag",NA,96,-0.706295983125
"2966",15,"WALKING_UPSTAIRS","tBodyGyroMag",NA,96,-0.244823141319792
"2967",15,"WALKING_UPSTAIRS","tGravityAcc","X",96,-0.0170087916666667
"2968",15,"WALKING_UPSTAIRS","tGravityAcc","Y",96,-0.621304916979167
"2969",15,"WALKING_UPSTAIRS","tGravityAcc","Z",96,-0.420219069125
"2970",15,"WALKING_UPSTAIRS","tGravityAccMag",NA,96,-0.068761806103125
"2971",16,"LAYING","fBodyAcc","X",140,-0.975811131285714
"2972",16,"LAYING","fBodyAcc","Y",140,-0.950359605928571
"2973",16,"LAYING","fBodyAcc","Z",140,-0.968552220928571
"2974",16,"LAYING","fBodyAccJerk","X",140,-0.988933702714286
"2975",16,"LAYING","fBodyAccJerk","Y",140,-0.985483970071429
"2976",16,"LAYING","fBodyAccJerk","Z",140,-0.986946924928571
"2977",16,"LAYING","fBodyAccMag",NA,140,-0.963066208571429
"2978",16,"LAYING","fBodyBodyAccJerkMag",NA,140,-0.987380842571429
"2979",16,"LAYING","fBodyBodyGyroJerkMag",NA,140,-0.988376839428571
"2980",16,"LAYING","fBodyBodyGyroMag",NA,140,-0.964612361428571
"2981",16,"LAYING","fBodyGyro","X",140,-0.9767009955
"2982",16,"LAYING","fBodyGyro","Y",140,-0.972114086214286
"2983",16,"LAYING","fBodyGyro","Z",140,-0.985844391928571
"2984",16,"LAYING","tBodyAcc","X",140,-0.349732133428571
"2985",16,"LAYING","tBodyAcc","Y",140,-0.479835750671
"2986",16,"LAYING","tBodyAcc","Z",140,-0.536400384764286
"2987",16,"LAYING","tBodyAccJerk","X",140,-0.4550103485
"2988",16,"LAYING","tBodyAccJerk","Y",140,-0.485793390712286
"2989",16,"LAYING","tBodyAccJerk","Z",140,-0.494592588948821
"2990",16,"LAYING","tBodyAccJerkMag",NA,140,-0.988120330071429
"2991",16,"LAYING","tBodyAccMag",NA,140,-0.959865281285714
"2992",16,"LAYING","tBodyGyro","X",140,-0.496582655271429
"2993",16,"LAYING","tBodyGyro","Y",140,-0.542211287442857
"2994",16,"LAYING","tBodyGyro","Z",140,-0.444080224957143
"2995",16,"LAYING","tBodyGyroJerk","X",140,-0.544022515814286
"2996",16,"LAYING","tBodyGyroJerk","Y",140,-0.511910054293571
"2997",16,"LAYING","tBodyGyroJerk","Z",140,-0.526072100614286
"2998",16,"LAYING","tBodyGyroJerkMag",NA,140,-0.989525975857143
"2999",16,"LAYING","tBodyGyroMag",NA,140,-0.955398567928571
"3000",16,"LAYING","tGravityAcc","X",140,-0.58527286005
"3001",16,"LAYING","tGravityAcc","Y",140,-0.493007063214286
"3002",16,"LAYING","tGravityAcc","Z",140,-0.0370007667142857
"3003",16,"LAYING","tGravityAccMag",NA,140,-0.959865281285714
"3004",16,"SITTING","fBodyAcc","X",138,-0.986968123695652
"3005",16,"SITTING","fBodyAcc","Y",138,-0.955642972971015
"3006",16,"SITTING","fBodyAcc","Z",138,-0.947102188478261
"3007",16,"SITTING","fBodyAccJerk","X",138,-0.991266059492754
"3008",16,"SITTING","fBodyAccJerk","Y",138,-0.982491470942029
"3009",16,"SITTING","fBodyAccJerk","Z",138,-0.982770252971015
"3010",16,"SITTING","fBodyAccMag",NA,138,-0.95046186542029
"3011",16,"SITTING","fBodyBodyAccJerkMag",NA,138,-0.983079595362319
"3012",16,"SITTING","fBodyBodyGyroJerkMag",NA,138,-0.988434742681159
"3013",16,"SITTING","fBodyBodyGyroMag",NA,138,-0.946462104710145
"3014",16,"SITTING","fBodyGyro","X",138,-0.980345359202899
"3015",16,"SITTING","fBodyGyro","Y",138,-0.960569877101449
"3016",16,"SITTING","fBodyGyro","Z",138,-0.962164158188406
"3017",16,"SITTING","tBodyAcc","X",138,-0.353028515434783
"3018",16,"SITTING","tBodyAcc","Y",138,-0.48092883322971
"3019",16,"SITTING","tBodyAcc","Z",138,-0.514406325471015
"3020",16,"SITTING","tBodyAccJerk","X",138,-0.458713231376812
"3021",16,"SITTING","tBodyAccJerk","Y",138,-0.485972270908043
"3022",16,"SITTING","tBodyAccJerk","Z",138,-0.497495135201884
"3023",16,"SITTING","tBodyAccJerkMag",NA,138,-0.985544016594203
"3024",16,"SITTING","tBodyAccMag",NA,138,-0.951465458405797
"3025",16,"SITTING","tBodyGyro","X",138,-0.511119388780435
"3026",16,"SITTING","tBodyGyro","Y",138,-0.507894569405797
"3027",16,"SITTING","tBodyGyro","Z",138,-0.440357100128985
"3028",16,"SITTING","tBodyGyroJerk","X",138,-0.542651865724638
"3029",16,"SITTING","tBodyGyroJerk","Y",138,-0.517829360698551
"3030",16,"SITTING","tBodyGyroJerk","Z",138,-0.523600724401449
"3031",16,"SITTING","tBodyGyroJerkMag",NA,138,-0.99035292942029
"3032",16,"SITTING","tBodyGyroMag",NA,138,-0.942179893550725
"3033",16,"SITTING","tGravityAcc","X",138,-0.0188504326811594
"3034",16,"SITTING","tGravityAcc","Y",138,-0.527305730449275
"3035",16,"SITTING","tGravityAcc","Z",138,-0.428272670715942
"3036",16,"SITTING","tGravityAccMag",NA,138,-0.951465458405797
"3037",16,"STANDING","fBodyAcc","X",156,-0.989264145769231
"3038",16,"STANDING","fBodyAcc","Y",156,-0.963744162692308
"3039",16,"STANDING","fBodyAcc","Z",156,-0.959269885641026
"3040",16,"STANDING","fBodyAccJerk","X",156,-0.991442894294872
"3041",16,"STANDING","fBodyAccJerk","Y",156,-0.983330933076923
"3042",16,"STANDING","fBodyAccJerk","Z",156,-0.987374925897436
"3043",16,"STANDING","fBodyAccMag",NA,156,-0.964128065
"3044",16,"STANDING","fBodyBodyAccJerkMag",NA,156,-0.986207702435897
"3045",16,"STANDING","fBodyBodyGyroJerkMag",NA,156,-0.990922615384615
"3046",16,"STANDING","fBodyBodyGyroMag",NA,156,-0.969511684102564
"3047",16,"STANDING","fBodyGyro","X",156,-0.973542118333333
"3048",16,"STANDING","fBodyGyro","Y",156,-0.980998331666667
"3049",16,"STANDING","fBodyGyro","Z",156,-0.983583336025641
"3050",16,"STANDING","tBodyAcc","X",156,-0.352789704423077
"3051",16,"STANDING","tBodyAcc","Y",156,-0.488449117492949
"3052",16,"STANDING","tBodyAcc","Z",156,-0.528563345371795
"3053",16,"STANDING","tBodyAccJerk","X",156,-0.458691303435897
"3054",16,"STANDING","tBodyAccJerk","Y",156,-0.485272579853853
"3055",16,"STANDING","tBodyAccJerk","Z",156,-0.496418465610064
"3056",16,"STANDING","tBodyAccJerkMag",NA,156,-0.987983391217949
"3057",16,"STANDING","tBodyAccMag",NA,156,-0.963621659807692
"3058",16,"STANDING","tBodyGyro","X",156,-0.501666918490385
"3059",16,"STANDING","tBodyGyro","Y",156,-0.524389005153846
"3060",16,"STANDING","tBodyGyro","Z",156,-0.44781136776282
"3061",16,"STANDING","tBodyGyroJerk","X",156,-0.543604827647436
"3062",16,"STANDING","tBodyGyroJerk","Y",156,-0.517543832647436
"3063",16,"STANDING","tBodyGyroJerk","Z",156,-0.523566026194872
"3064",16,"STANDING","tBodyGyroJerkMag",NA,156,-0.991829001730769
"3065",16,"STANDING","tBodyGyroMag",NA,156,-0.968316973333333
"3066",16,"STANDING","tGravityAcc","X",156,-0.0218859702564103
"3067",16,"STANDING","tGravityAcc","Y",156,-0.519219570134615
"3068",16,"STANDING","tGravityAcc","Z",156,-0.563150149467949
"3069",16,"STANDING","tGravityAccMag",NA,156,-0.963621659807692
"3070",16,"WALKING","fBodyAcc","X",102,-0.401930460784314
"3071",16,"WALKING","fBodyAcc","Y",102,-0.337935673235294
"3072",16,"WALKING","fBodyAcc","Z",102,-0.212432183088235
"3073",16,"WALKING","fBodyAccJerk","X",102,-0.422145148823529
"3074",16,"WALKING","fBodyAccJerk","Y",102,-0.44394174
"3075",16,"WALKING","fBodyAccJerk","Z",102,-0.439484338333333
"3076",16,"WALKING","fBodyAccMag",NA,102,-0.501307113529412
"3077",16,"WALKING","fBodyBodyAccJerkMag",NA,102,-0.40986312254902
"3078",16,"WALKING","fBodyBodyGyroJerkMag",NA,102,-0.733204571960784
"3079",16,"WALKING","fBodyBodyGyroMag",NA,102,-0.695182771176471
"3080",16,"WALKING","fBodyGyro","X",102,-0.634743811568627
"3081",16,"WALKING","fBodyGyro","Y",102,-0.615836403921569
"3082",16,"WALKING","fBodyGyro","Z",102,-0.418052551176471
"3083",16,"WALKING","tBodyAcc","X",102,-0.0643344797058824
"3084",16,"WALKING","tBodyAcc","Y",102,-0.167499227649118
"3085",16,"WALKING","tBodyAcc","Z",102,-0.134301920019608
"3086",16,"WALKING","tBodyAccJerk","X",102,-0.159600680627451
"3087",16,"WALKING","tBodyAccJerk","Y",102,-0.207939705922549
"3088",16,"WALKING","tBodyAccJerk","Z",102,-0.218325092313725
"3089",16,"WALKING","tBodyAccJerkMag",NA,102,-0.38326552372549
"3090",16,"WALKING","tBodyAccMag",NA,102,-0.365287980784314
"3091",16,"WALKING","tBodyGyro","X",102,-0.33467201916902
"3092",16,"WALKING","tBodyGyro","Y",102,-0.341094601539216
"3093",16,"WALKING","tBodyGyro","Z",102,-0.141812228509804
"3094",16,"WALKING","tBodyGyroJerk","X",102,-0.393403535513725
"3095",16,"WALKING","tBodyGyroJerk","Y",102,-0.377812718629412
"3096",16,"WALKING","tBodyGyroJerk","Z",102,-0.312281723241176
"3097",16,"WALKING","tBodyGyroJerkMag",NA,102,-0.69717513627451
"3098",16,"WALKING","tBodyGyroMag",NA,102,-0.575505168529412
"3099",16,"WALKING","tGravityAcc","X",102,-0.0282441347058823
"3100",16,"WALKING","tGravityAcc","Y",102,-0.520304744617647
"3101",16,"WALKING","tGravityAcc","Z",102,-0.589369224313726
"3102",16,"WALKING","tGravityAccMag",NA,102,-0.365287980784314
"3103",16,"WALKING_DOWNSTAIRS","fBodyAcc","X",94,0.151470922462979
"3104",16,"WALKING_DOWNSTAIRS","fBodyAcc","Y",94,-0.171639470304894
"3105",16,"WALKING_DOWNSTAIRS","fBodyAcc","Z",94,-0.0428329438693617
"3106",16,"WALKING_DOWNSTAIRS","fBodyAccJerk","X",94,-0.140563850429574
"3107",16,"WALKING_DOWNSTAIRS","fBodyAccJerk","Y",94,-0.285732631219149
"3108",16,"WALKING_DOWNSTAIRS","fBodyAccJerk","Z",94,-0.303000387946809
"3109",16,"WALKING_DOWNSTAIRS","fBodyAccMag",NA,94,0.0303091853148936
"3110",16,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag",NA,94,-0.083264122512234
"3111",16,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag",NA,94,-0.611571477340425
"3112",16,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag",NA,94,-0.484096892744681
"3113",16,"WALKING_DOWNSTAIRS","fBodyGyro","X",94,-0.445608753568085
"3114",16,"WALKING_DOWNSTAIRS","fBodyGyro","Y",94,-0.522363508191489
"3115",16,"WALKING_DOWNSTAIRS","fBodyGyro","Z",94,-0.44805072212766
"3116",16,"WALKING_DOWNSTAIRS","tBodyAcc","X",94,0.251419400060638
"3117",16,"WALKING_DOWNSTAIRS","tBodyAcc","Y",94,-0.0826918480170213
"3118",16,"WALKING_DOWNSTAIRS","tBodyAcc","Z",94,-0.0542191553351064
"3119",16,"WALKING_DOWNSTAIRS","tBodyAccJerk","X",94,-0.00520061008510638
"3120",16,"WALKING_DOWNSTAIRS","tBodyAccJerk","Y",94,-0.138248102726596
"3121",16,"WALKING_DOWNSTAIRS","tBodyAccJerk","Z",94,-0.166346919562766
"3122",16,"WALKING_DOWNSTAIRS","tBodyAccJerkMag",NA,94,-0.122129349184043
"3123",16,"WALKING_DOWNSTAIRS","tBodyAccMag",NA,94,0.155131767112872
"3124",16,"WALKING_DOWNSTAIRS","tBodyGyro","X",94,-0.238362904030851
"3125",16,"WALKING_DOWNSTAIRS","tBodyGyro","Y",94,-0.298297048693617
"3126",16,"WALKING_DOWNSTAIRS","tBodyGyro","Z",94,-0.180549164596809
"3127",16,"WALKING_DOWNSTAIRS","tBodyGyroJerk","X",94,-0.363790034399468
"3128",16,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Y",94,-0.320095223828085
"3129",16,"WALKING_DOWNSTAIRS","tBodyGyroJerk","Z",94,-0.30092358132734
"3130",16,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag",NA,94,-0.593359425425532
"3131",16,"WALKING_DOWNSTAIRS","tBodyGyroMag",NA,94,-0.366067872021277
"3132",16,"WALKING_DOWNSTAIRS","tGravityAcc","X",94,-0.0199833455319149
"3133",16,"WALKING_DOWNSTAIRS","tGravityAcc","Y",94,-0.50698553062766
"3134",16,"WALKING_DOWNSTAIRS","tGravityAcc","Z",94,-0.567985719787234
"3135",16,"WALKING_DOWNSTAIRS","tGravityAccMag",NA,94,0.155131767112872
"3136",16,"WALKING_UPSTAIRS","fBodyAcc","X",102,-0.422310077843137
"3137",16,"WALKING_UPSTAIRS","fBodyAcc","Y",102,-0.217194025931373
"3138",16,"WALKING_UPSTAIRS","fBodyAcc","Z",102,-0.215207137160784
"3139",16,"WALKING_UPSTAIRS","fBodyAccJerk","X",102,-0.542080976568627
"3140",16,"WALKING_UPSTAIRS","fBodyAccJerk","Y",102,-0.442866108823529
"3141",16,"WALKING_UPSTAIRS","fBodyAccJerk","Z",102,-0.592672213529412
"3142",16,"WALKING_UPSTAIRS","fBodyAccMag",NA,102,-0.394786997156863
"3143",16,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag",NA,102,-0.497764478921569
"3144",16,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag",NA,102,-0.806573979705882
"3145",16,"WALKING_UPSTAIRS","fBodyBodyGyroMag",NA,102,-0.581516698529412
"3146",16,"WALKING_UPSTAIRS","fBodyGyro","X",102,-0.521147873823529
"3147",16,"WALKING_UPSTAIRS","fBodyGyro","Y",102,-0.60080933127451
"3148",16,"WALKING_UPSTAIRS","fBodyGyro","Z",102,-0.439868491715686
"3149",16,"WALKING_UPSTAIRS","tBodyAcc","X",102,-0.0705488644705882
"3150",16,"WALKING_UPSTAIRS","tBodyAcc","Y",102,-0.0890491197898039
"3151",16,"WALKING_UPSTAIRS","tBodyAcc","Z",102,-0.126679171733333
"3152",16,"WALKING_UPSTAIRS","tBodyAccJerk","X",102,-0.222418236248039
"3153",16,"WALKING_UPSTAIRS","tBodyAccJerk","Y",102,-0.204126501959804
"3154",16,"WALKING_UPSTAIRS","tBodyAccJerk","Z",102,-0.277678885222549
"3155",16,"WALKING_UPSTAIRS","tBodyAccJerkMag",NA,102,-0.488143089803922
"3156",16,"WALKING_UPSTAIRS","tBodyAccMag",NA,102,-0.284392705882353
"3157",16,"WALKING_UPSTAIRS","tBodyGyro","X",102,-0.218123139429412
"3158",16,"WALKING_UPSTAIRS","tBodyGyro","Y",102,-0.317498286348039
"3159",16,"WALKING_UPSTAIRS","tBodyGyro","Z",102,-0.186409025148039
"3160",16,"WALKING_UPSTAIRS","tBodyGyroJerk","X",102,-0.424086231120686
"3161",16,"WALKING_UPSTAIRS","tBodyGyroJerk","Y",102,-0.402170098065196
"3162",16,"WALKING_UPSTAIRS","tBodyGyroJerk","Z",102,-0.376258661007843
"3163",16,"WALKING_UPSTAIRS","tBodyGyroJerkMag",NA,102,-0.767499195294118
"3164",16,"WALKING_UPSTAIRS","tBodyGyroMag",NA,102,-0.413225107254902
"3165",16,"WALKING_UPSTAIRS","tGravityAcc","X",102,-0.060769635
"3166",16,"WALKING_UPSTAIRS","tGravityAcc","Y",102,-0.507125031862745
"3167",16,"WALKING_UPSTAIRS","tGravityAcc","Z",102,-0.643354628431373
"3168",16,"WALKING_UPSTAIRS","tGravityAccMag",NA,102,-0.284392705882353
"3169",17,"LAYING","fBodyAcc","X",142,-0.973398902746479
"3170",17,"LAYING","fBodyAcc","Y",142,-0.948719859084507
"3171",17,"LAYING","fBodyAcc","Z",142,-0.957761524014085
"3172",17,"LAYING","fBodyAccJerk","X",142,-0.982342656760563
"3173",17,"LAYING","fBodyAccJerk","Y",142,-0.977778151760563
"3174",17,"LAYING","fBodyAccJerk","Z",142,-0.982117109014085
"3175",17,"LAYING","fBodyAccMag",NA,142,-0.955044429014084
"3176",17,"LAYING","fBodyBodyAccJerkMag",NA,142,-0.979672275070423
"3177",17,"LAYING","fBodyBodyGyroJerkMag",NA,142,-0.982374482042254
